"","V1","V2","V3","V4","V5","V6","V7","V8"
"ZGC:158852",6885,2565,1820,543,1117,895,156,0
"ZGC:158856",1092,383,284,49,112,82,12,0
"ZGC:158868",68,42,13,58,25,13,0,0
"ZGC:161969",5032,1752,1099,446,636,561,94,0
"ZGC:161973",78,16,34,0,11,17,0,0
"ZGC:161979",296,124,59,118,80,104,4,0
"ZGC:162025",542,259,88,71,79,47,5,0
"ZGC:162060",4,2,2,0,0,0,0,0
"ZGC:162082",2780,1060,669,146,396,301,108,0
"ZGC:162144",34,7,0,4,0,5,0,0
"ZGC:162150",31,10,2,0,7,11,0,0
"ZGC:162154",50,31,11,7,7,5,0,0
"ZGC:162160",94,13,36,1,14,4,0,0
"ZGC:162161",208,82,26,2,20,64,6,0
"ZGC:162171",2,6,0,0,0,3,0,0
"ZGC:162175",199,47,38,30,47,3,4,0
"ZGC:162180",2,8,0,0,1,0,0,0
"ZGC:162182",5,0,0,1,0,0,0,0
"ZGC:162183",156,102,16,17,12,3,0,0
"ZGC:162184",74,22,7,6,4,6,0,0
"ZGC:162187",115,39,20,22,22,4,1,0
"ZGC:162193",108,35,19,26,21,19,4,0
"ZGC:162198",283,64,61,32,25,17,14,0
"ZGC:162200",580,240,112,60,80,116,7,0
"ZGC:162204",103,38,40,1,35,14,0,0
"ZGC:162228",97,33,3,3,46,0,7,0
"ZGC:162232",10,3,1,13,4,0,0,0
"ZGC:162239",4,1,0,0,0,0,0,0
"ZGC:162240",211,50,37,19,37,57,7,0
"ZGC:162255",73,31,12,6,2,22,7,0
"ZGC:162267",25,15,3,5,9,7,4,0
"ZGC:162295",773,365,146,66,129,83,13,0
"ZGC:162297",113,91,28,1,18,5,0,0
"ZGC:162310",479,140,71,35,32,43,8,0
"ZGC:162322",21,0,0,18,1,0,0,0
"ZGC:162324",9,2,1,0,1,1,0,0
"ZGC:162331",17,5,6,7,4,50,0,0
"ZGC:162339",2568,819,426,229,317,252,67,0
"ZGC:162344",815,278,112,68,82,71,9,0
"ZGC:162351",1530,679,243,108,216,97,30,0
"ZGC:162356",2717,928,548,171,398,309,72,0
"ZGC:162358",1570,561,293,109,245,257,15,0
"ZGC:162396",271,76,54,18,48,22,0,0
"ZGC:162431",800,277,57,39,126,32,6,0
"ZGC:162509",498,73,31,17,61,24,11,0
"ZGC:162544",2409,722,286,157,306,75,15,0
"ZGC:162576",438,117,38,27,66,17,0,0
"ZGC:162592",511,242,102,47,71,80,14,0
"ZGC:162595",15,6,3,4,10,1,0,0
"ZGC:162611",669,228,69,45,95,53,6,0
"ZGC:162612",0,2,0,0,0,0,0,0
"ZGC:162613",518,198,104,36,28,49,8,0
"ZGC:162618",66,39,8,5,15,1,0,0
"ZGC:162634",2291,908,551,179,405,130,77,0
"ZGC:162698",697,176,191,64,105,34,12,0
"ZGC:162707",127,26,54,15,0,5,0,0
"ZGC:162724",18,5,0,0,12,9,0,0
"ZGC:162730",57,45,9,41,13,12,0,0
"ZGC:162738",285,142,8,4,43,11,3,0
"ZGC:162780",22,30,2,0,0,0,0,0
"ZGC:162816",799,220,139,128,127,98,3,0
"ZGC:162824",2,0,0,0,0,1,0,0
"ZGC:162858",36,15,12,2,2,3,0,0
"ZGC:162872",36,21,0,0,3,0,0,0
"ZGC:162879",383,102,63,29,31,66,4,0
"ZGC:162895",335,121,32,8,5,35,1,0
"ZGC:162898",61,8,0,0,17,23,0,0
"ZGC:162925",525,232,95,45,89,36,30,0
"ZGC:162928",33,13,10,4,18,17,0,0
"ZGC:162939",29,8,1,20,0,4,2,0
"ZGC:162941",3,1,0,5,0,0,0,0
"ZGC:162944",9925,3605,1815,794,1550,606,260,0
"ZGC:162945",167,105,37,5,0,34,0,0
"ZGC:162946",733,327,108,63,106,75,25,0
"ZGC:162948",1521,810,344,100,202,188,12,0
"ZGC:162952",48,22,8,7,11,19,1,0
"ZGC:162958",356,117,28,42,21,12,8,0
"ZGC:162962",305,183,68,30,93,60,19,0
"ZGC:162964",407,149,79,168,44,37,0,0
"ZGC:162967",1915,657,345,107,296,149,19,0
"ZGC:162969",3087,1089,455,215,453,210,73,0
"ZGC:162971",322,91,27,7,42,8,2,0
"ZGC:162985",2155,911,330,144,313,201,23,0
"ZGC:162989",9,1,3,1,0,0,0,0
"ZGC:162999",15,6,2,0,1,1,1,0
"ZGC:163014",12,8,1,0,0,8,0,0
"ZGC:163025",215,68,42,24,27,28,2,0
"ZGC:163030",1366,509,314,256,228,151,24,0
"ZGC:163040",450,191,90,58,78,36,14,0
"ZGC:163047",2344,829,424,212,288,260,68,0
"ZGC:163057",0,1,0,0,0,0,0,0
"ZGC:163061",9882,3361,1709,767,1234,395,181,0
"ZGC:163073",0,1,4,0,0,0,0,0
"ZGC:163077",551,182,153,128,144,83,11,0
"ZGC:163079",1,5,0,9,0,0,0,0
"ZGC:163080",2128,695,396,186,214,159,68,0
"ZGC:163083",6,0,0,0,0,0,0,0
"ZGC:163098",1577,443,187,121,151,173,35,0
"ZGC:163107",470,187,98,44,34,45,8,0
"ZGC:163121",6,7,1,13,1,9,0,0
"ZGC:163136",27,15,4,1,6,1,0,0
"ZGC:163143",415,107,62,9,55,52,13,0
"ZGC:165409",860,263,183,36,77,114,15,0
"ZGC:165423",14,4,1,18,2,0,0,0
"ZGC:165461",16,0,0,0,2,4,1,0
"ZGC:165481",1,0,0,2,8,0,0,0
"ZGC:165502",52,0,9,1,29,1,0,0
"ZGC:165507",25,20,5,2,0,3,0,0
"ZGC:165508",92,19,17,5,10,8,0,0
"ZGC:165514",87,38,24,11,30,21,2,0
"ZGC:165515",1008,256,106,45,61,72,29,0
"ZGC:165518",1177,336,211,141,167,212,22,0
"ZGC:165519",32,31,19,25,5,4,0,0
"ZGC:165520",93,37,2,12,1,9,0,0
"ZGC:165525",2,3,2,0,0,1,0,0
"ZGC:165534",73,70,20,1,8,5,0,0
"ZGC:165539",1051,452,209,153,159,296,38,0
"ZGC:165555",517,170,97,44,55,63,3,0
"ZGC:165571",43,9,4,12,4,1,1,0
"ZGC:165573",143,50,24,24,27,1,0,0
"ZGC:165582",49,2,0,1,0,0,1,0
"ZGC:165583",0,3,0,0,0,0,0,0
"ZGC:165597",900,333,186,77,72,42,23,0
"ZGC:165600",15,4,2,0,1,0,0,0
"ZGC:165603",34,19,11,3,9,6,1,0
"ZGC:165604",123,58,24,16,11,203,0,0
"ZGC:165608",452,175,119,30,112,58,5,0
"ZGC:165627",4,7,8,0,2,7,1,0
"ZGC:165651",10,8,0,0,0,0,0,0
"ZGC:165653",2,0,0,0,1,0,0,0
"ZGC:165656",163,79,18,26,24,29,5,0
"ZGC:165666",626,236,107,81,89,89,4,0
"ZGC:171220",389,216,59,37,73,55,3,0
"ZGC:171223",2192,729,435,265,255,240,63,0
"ZGC:171226",0,1,0,0,1,0,0,0
"ZGC:171242",9,3,0,2,0,0,0,0
"ZGC:171298",443,163,92,76,87,49,8,0
"ZGC:171310",105,55,19,11,9,9,0,0
"ZGC:171422",1258,338,218,150,187,85,56,0
"ZGC:171424",0,0,0,1,0,0,0,0
"ZGC:171429",94,50,7,40,8,13,5,0
"ZGC:171435",2704,1250,447,223,371,558,63,0
"ZGC:171445",224,77,35,27,38,75,5,0
"ZGC:171446",700,141,95,86,89,162,8,0
"ZGC:171452",6,11,0,6,6,0,0,0
"ZGC:171459",391,166,78,22,67,70,32,0
"ZGC:171470",35,16,7,19,4,6,0,0
"ZGC:171474",388,117,77,45,35,92,13,0
"ZGC:171476",1739,454,207,95,188,210,31,0
"ZGC:171480",1535,612,313,136,304,121,35,0
"ZGC:171482",24,5,4,2,0,1,0,0
"ZGC:171489",71,10,11,11,4,11,0,0
"ZGC:171490",48,6,4,4,2,19,0,0
"ZGC:171500",9,1,8,2,1,2,0,0
"ZGC:171501",0,0,3,0,0,0,0,0
"ZGC:171506",20,11,1,5,0,0,0,0
"ZGC:171509",36,4,0,32,2,15,0,0
"ZGC:171517",389,197,76,18,49,36,16,0
"ZGC:171531",45,15,3,6,0,7,0,0
"ZGC:171551",2119,748,373,263,286,142,35,0
"ZGC:171558",1,0,0,0,0,0,0,0
"ZGC:171566",4942,1676,889,357,629,485,80,0
"ZGC:171570",171,73,27,17,41,25,6,0
"ZGC:171579",4,7,0,4,1,1,0,0
"ZGC:171586",4,0,0,0,0,0,0,0
"ZGC:171599",919,241,210,103,104,79,26,0
"ZGC:171629",45,28,19,1,0,3,1,0
"ZGC:171670",1770,662,283,174,271,445,51,0
"ZGC:171674",190,57,46,14,40,16,9,0
"ZGC:171682",135,124,95,12,29,27,0,0
"ZGC:171684",6,1,0,0,0,2,0,0
"ZGC:171686",69,42,5,28,4,0,0,0
"ZGC:171687",14,3,2,5,7,2,0,0
"ZGC:171695",2,1,0,2,1,0,0,0
"ZGC:171699",92,23,3,3,25,6,0,0
"ZGC:171704",129,72,15,25,10,30,8,0
"ZGC:171711",1,0,1,0,0,0,0,0
"ZGC:171713",3,0,0,0,1,1,0,0
"ZGC:171717",3462,976,610,295,448,879,88,0
"ZGC:171727",91,39,6,13,11,8,2,0
"ZGC:171731",137,37,4,13,11,27,0,0
"ZGC:171734",10,15,2,1,0,1,0,0
"ZGC:171740",72,39,16,3,9,23,0,0
"ZGC:171750",476,178,74,75,69,119,7,0
"ZGC:171772",22101,6651,4456,1842,2954,1463,519,0
"ZGC:171775",57,12,4,4,6,2,0,0
"ZGC:171776",1929,715,321,273,257,547,75,0
"ZGC:171777",906,410,244,82,109,84,16,0
"ZGC:171779",1819,588,328,190,263,171,19,0
"ZGC:171797",463,152,61,40,55,79,8,0
"ZGC:171818",219,107,50,13,35,29,3,0
"ZGC:171844",65,12,21,2,4,2,0,0
"ZGC:171887",14,3,1,5,3,3,0,0
"ZGC:171897",3,0,0,0,0,1,0,0
"ZGC:171927",10,6,1,0,0,2,0,0
"ZGC:171930",21,4,4,10,4,0,0,0
"ZGC:171951",2,0,0,0,1,3,0,0
"ZGC:171957",12,4,0,0,0,3,0,0
"ZGC:171959",12655,3953,2463,1012,1742,1055,221,0
"ZGC:171965",27,19,24,0,5,16,0,0
"ZGC:171967",63,43,11,1,8,31,0,0
"ZGC:171971",135,17,40,7,23,17,0,0
"ZGC:171977",1053,520,222,157,157,331,12,0
"ZGC:171978",207,103,45,20,38,23,7,0
"ZGC:172014",1093,320,203,71,179,109,31,0
"ZGC:172049",416,158,82,8,39,25,24,0
"ZGC:172051",101,44,17,27,18,8,3,0
"ZGC:172053",32,4,6,4,6,4,0,0
"ZGC:172057",16,2,0,4,2,0,0,0
"ZGC:172065",9,5,1,2,0,0,0,0
"ZGC:172067",6,0,3,2,0,0,0,0
"ZGC:172075",18,7,6,0,1,3,1,0
"ZGC:172079",21,7,0,0,0,0,0,0
"ZGC:172090",7,5,1,1,1,4,0,0
"ZGC:172091",1,0,0,0,0,0,0,0
"ZGC:172101",576,166,78,237,101,75,4,0
"ZGC:172106",298,113,45,36,30,24,4,0
"ZGC:172109",58,6,0,4,0,3,0,0
"ZGC:172112",50,22,17,54,6,3,1,0
"ZGC:172116",11,0,2,0,0,0,0,0
"ZGC:172120",7,0,0,0,0,0,0,0
"ZGC:172121",78,23,6,2,0,2,0,0
"ZGC:172122",54,9,19,0,12,18,0,0
"ZGC:172128",83,22,28,18,14,7,3,0
"ZGC:172133",4,1,0,3,1,0,0,0
"ZGC:172136",653,271,226,58,61,46,0,0
"ZGC:172139",39,5,9,0,2,11,3,0
"ZGC:172142",117,29,9,3,22,27,16,0
"ZGC:172143",34,5,1,1,3,0,0,0
"ZGC:172145",236,103,55,52,29,23,6,0
"ZGC:172170",2,0,2,0,0,0,0,0
"ZGC:172180",259,161,37,15,7,99,0,0
"ZGC:172182",8,4,3,1,3,0,0,0
"ZGC:172215",70,14,18,4,2,0,0,0
"ZGC:172225",923,277,68,46,122,157,27,0
"ZGC:172244",3,2,1,0,0,0,0,0
"ZGC:172253",7,4,4,0,0,2,0,0
"ZGC:172260",81,8,11,0,5,0,0,0
"ZGC:172270",16,6,2,0,1,0,0,0
"ZGC:172271",5,5,2,7,1,1,0,0
"ZGC:172281",7,0,0,2,0,1,0,0
"ZGC:172290",8,0,0,1,1,2,0,0
"ZGC:172291",68,31,19,3,11,7,2,0
"ZGC:172295",69,27,5,6,0,11,3,0
"ZGC:172323",442,159,75,24,92,34,8,0
"ZGC:172339",32,11,5,9,6,6,0,0
"ZGC:172341",7,10,1,0,0,0,0,0
"ZGC:172352",17,6,16,2,1,8,0,0
"ZGC:173425",178,43,15,8,20,20,0,0
"ZGC:173443",52,28,13,13,8,3,0,0
"ZGC:173486",717,299,126,83,166,74,16,0
"ZGC:173506",11027,3760,2376,879,1515,780,236,0
"ZGC:173517",52,21,12,3,12,9,3,0
"ZGC:173544",212,101,28,17,42,40,3,0
"ZGC:173545",447,138,81,53,72,54,13,0
"ZGC:173548",384,74,68,15,70,35,11,0
"ZGC:173552",14331,4975,2443,1108,1769,928,322,0
"ZGC:173556",788,299,123,60,133,66,31,0
"ZGC:173570",84,76,22,34,10,38,2,0
"ZGC:173573",2322,928,379,212,364,303,50,0
"ZGC:173575",2907,1169,481,257,369,265,69,0
"ZGC:173577",1029,336,154,75,186,121,5,0
"ZGC:173585",1035,496,194,127,152,206,17,0
"ZGC:173587",51999,16708,10604,4408,7482,4373,1124,0
"ZGC:173593",27373,8357,5947,2828,3984,1000,734,0
"ZGC:173594",1754,548,386,210,284,68,48,0
"ZGC:173602",242,115,52,25,53,55,9,0
"ZGC:173617",2870,1163,311,222,371,307,34,0
"ZGC:173619",4409,1880,651,407,618,592,100,0
"ZGC:173624",415,113,96,56,73,55,2,0
"ZGC:173645",4,0,0,0,0,0,0,0
"ZGC:173652",6780,2041,1189,721,960,1188,125,0
"ZGC:173693",714,253,140,70,72,146,6,0
"ZGC:173708",2123,741,372,185,325,149,31,0
"ZGC:173710",6362,2246,1201,539,905,532,87,0
"ZGC:173714",7899,2789,1457,656,1092,550,133,0
"ZGC:173720",8878,3059,1463,699,1212,703,153,0
"ZGC:173726",2937,1258,530,258,354,483,33,0
"ZGC:173729",13,9,2,3,7,2,0,0
"ZGC:173737",6,1,0,1,3,0,0,0
"ZGC:173738",31,11,1,9,0,5,0,0
"ZGC:173816",4320,1682,879,341,488,871,47,0
"ZGC:173837",500,163,144,81,75,177,29,0
"ZGC:173915",1,0,0,0,0,0,0,0
"ZGC:173927",35,36,1,6,9,21,0,0
"ZGC:173961",39,12,10,4,1,2,0,0
"ZGC:173962",382,145,72,54,69,49,4,0
"ZGC:173994",177,19,30,8,8,10,2,0
"ZGC:174153",7,5,7,8,0,3,0,0
"ZGC:174160",588,140,130,52,97,36,32,0
"ZGC:174164",284,61,43,20,24,35,0,0
"ZGC:174165",1131,536,279,74,152,121,34,0
"ZGC:174178",306,102,55,54,42,45,6,0
"ZGC:174180",105,39,13,10,28,8,11,0
"ZGC:174193",69,36,27,8,1,10,1,0
"ZGC:174224",2248,871,421,177,283,197,25,0
"ZGC:174228",491,169,92,25,60,134,18,0
"ZGC:174234",1068,426,178,79,197,181,24,0
"ZGC:174237",920,319,212,104,132,73,22,0
"ZGC:174259",0,0,1,0,0,0,0,0
"ZGC:174263",1526,698,266,127,203,199,74,0
"ZGC:174268",5970,2300,928,558,854,578,180,0
"ZGC:174273",1090,397,194,98,173,234,32,0
"ZGC:174275",10173,3741,1792,865,1373,807,177,0
"ZGC:174288",1337,511,165,143,171,196,22,0
"ZGC:174310",87,20,17,2,7,18,1,0
"ZGC:174311",7807,3433,1165,874,1095,861,166,0
"ZGC:174314",4968,1985,827,520,743,1035,91,0
"ZGC:174315",2474,953,318,183,385,374,51,0
"ZGC:174354",91,43,18,19,35,14,0,0
"ZGC:174356",18,8,7,3,16,5,0,0
"ZGC:174379",17,3,2,2,0,1,0,0
"ZGC:174564",100,18,22,8,10,19,0,0
"ZGC:174574",960,333,147,83,126,78,18,0
"ZGC:174623",3612,1104,557,332,462,371,90,0
"ZGC:174624",12008,4168,1975,911,1660,955,224,0
"ZGC:174637",39,11,1,11,1,36,0,0
"ZGC:174646",6847,2225,1314,480,1078,584,88,0
"ZGC:174650",32451,10595,5617,2324,4563,2434,624,0
"ZGC:174651",7802,2813,1279,617,1079,796,142,0
"ZGC:174653",3934,1243,790,329,475,551,87,0
"ZGC:174680",363,146,47,42,65,9,8,0
"ZGC:174688",8,3,9,9,0,0,0,0
"ZGC:174689",13,4,6,7,0,0,0,0
"ZGC:174690",651,275,102,66,112,92,12,0
"ZGC:174696",41806,13956,7160,3262,6074,3008,782,0
"ZGC:174697",11460,4217,1878,746,1448,790,172,0
"ZGC:174698",1177,382,242,93,209,73,16,0
"ZGC:174703",3,0,1,0,0,1,0,0
"ZGC:174704",33727,11772,5985,2641,4682,2914,570,0
"ZGC:174708",7656,3005,1276,878,1032,1391,164,0
"ZGC:174710",4457,1666,858,383,647,374,77,0
"ZGC:174712",2010,694,343,152,231,254,33,0
"ZGC:174855",1,0,0,6,0,1,0,0
"ZGC:174862",239,51,28,5,44,16,7,0
"ZGC:174863",41,0,2,0,0,11,11,0
"ZGC:174864",978,371,170,89,162,74,52,0
"ZGC:174877",138,57,40,3,22,37,6,0
"ZGC:174888",14,0,6,7,0,0,0,0
"ZGC:174890",2933,1026,435,208,388,167,73,0
"ZGC:174895",316,23,51,18,30,23,3,0
"ZGC:174904",10,1,0,12,0,2,0,0
"ZGC:174906",450,223,45,41,99,91,1,0
"ZGC:174917",7,3,1,0,2,0,1,0
"ZGC:174919",1989,634,388,162,275,250,26,0
"ZGC:174928",2426,820,502,212,345,137,52,0
"ZGC:174931",10,20,1,1,2,1,0,0
"ZGC:174935",86,13,15,23,17,1,0,0
"ZGC:174938",28,33,3,48,13,10,0,0
"ZGC:174944",1944,838,355,432,294,196,32,0
"ZGC:174945",0,2,0,0,2,0,0,0
"ZGC:174946",1,0,0,1,0,0,0,0
"ZGC:174972",76,67,18,18,16,19,0,0
"ZGC:175008",3672,1420,463,381,572,839,61,0
"ZGC:175088",4461,1587,960,388,575,569,77,0
"ZGC:175094",274,121,48,38,19,34,15,0
"ZGC:175096",9347,3526,1759,819,1171,1072,191,0
"ZGC:175107",129,13,26,4,2,1,0,0
"ZGC:175128",0,0,8,0,0,0,0,0
"ZGC:175135",427,122,95,35,48,49,6,0
"ZGC:175136",258,115,36,41,31,49,0,0
"ZGC:175137",45,59,19,16,10,10,0,0
"ZGC:175139",364,155,52,48,89,4,10,0
"ZGC:175154",959,330,164,119,134,89,15,0
"ZGC:175175",242,67,54,39,42,19,8,0
"ZGC:175176",14,9,0,1,4,1,0,0
"ZGC:175177",9,0,3,0,0,1,0,0
"ZGC:175214",48,22,3,4,11,7,0,0
"ZGC:175248",3,5,0,0,0,0,0,0
"ZGC:175264",438,185,99,55,98,37,13,0
"ZGC:175280",98,52,16,24,11,17,1,0
"ZGC:175284",1170,457,195,142,194,116,23,0
"ZGC:193505",3129,985,577,1838,372,291,30,0
"ZGC:193538",500,180,90,49,94,66,0,0
"ZGC:193541",9446,3187,1627,697,1233,590,248,0
"ZGC:193593",4,0,0,0,0,0,0,0
"ZGC:193598",53,12,4,0,4,13,0,0
"ZGC:193681",4,0,0,0,0,0,0,0
"ZGC:193682",3,0,0,1,0,0,0,0
"ZGC:193690",62,39,9,1,16,21,8,0
"ZGC:193711",1185,470,250,105,135,210,22,0
"ZGC:193725",309,120,44,36,33,100,1,0
"ZGC:193726",0,1,0,0,1,0,0,0
"ZGC:193751",0,1,0,0,1,0,0,0
"ZGC:193790",779,183,121,77,102,99,7,0
"ZGC:193801",183,148,39,6,29,23,7,0
"ZGC:193807",17,0,0,1,0,1,0,0
"ZGC:193811",16,2,4,0,0,4,0,0
"ZGC:193812",275,69,12,12,66,7,13,0
"ZGC:194007",1,0,0,0,0,0,0,0
"ZGC:194101",6,0,0,0,0,1,0,0
"ZGC:194112",2,0,0,0,0,0,0,0
"ZGC:194114",16,8,0,10,0,5,0,0
"ZGC:194125",63205,20569,12740,6539,9190,6975,1565,0
"ZGC:194167",370,133,56,35,58,12,18,0
"ZGC:194186",42,22,2,2,7,16,1,0
"ZGC:194189",31,10,6,5,0,0,0,0
"ZGC:194202",2,0,9,0,1,0,0,0
"ZGC:194207",247,36,36,11,68,25,0,0
"ZGC:194209",866,220,173,52,134,88,23,0
"ZGC:194210",37,15,1,7,1,2,2,0
"ZGC:194215",45,16,5,5,8,18,2,0
"ZGC:194221",0,1,0,0,0,0,0,0
"ZGC:194224",2211,714,401,159,351,96,52,0
"ZGC:194242",1,0,0,0,0,0,0,0
"ZGC:194246",481,65,35,5,133,38,0,0
"ZGC:194252",22,0,2,1,1,2,0,0
"ZGC:194261",5,0,0,0,0,0,0,0
"ZGC:194282",48,11,1,18,12,1,0,0
"ZGC:194285",1827,649,378,166,303,192,20,0
"ZGC:194312",5,0,3,1,0,0,0,0
"ZGC:194330",135,38,14,46,4,8,0,0
"ZGC:194336",108,41,4,3,23,1,0,0
"ZGC:194355",4,0,2,0,0,2,0,0
"ZGC:194398",57,18,3,7,4,2,0,0
"ZGC:194409",83,39,20,17,0,13,3,0
"ZGC:194443",111,29,17,13,10,5,0,0
"ZGC:194455",428,199,46,11,55,55,6,0
"ZGC:194469",3,1,5,2,0,0,0,0
"ZGC:194508",63,20,26,3,3,0,0,0
"ZGC:194539",80,4,29,0,0,0,0,0
"ZGC:194551",0,0,0,0,3,0,0,0
"ZGC:194562",0,0,1,5,0,4,0,0
"ZGC:194578",85,26,12,17,7,14,1,0
"ZGC:194590",890,336,211,38,149,36,0,0
"ZGC:194621",54,7,12,0,14,1,0,0
"ZGC:194626",0,0,0,0,0,1,0,0
"ZGC:194627",17,8,17,6,9,3,0,0
"ZGC:194655",6,0,1,0,0,0,0,0
"ZGC:194659",75,26,14,15,13,21,1,0
"ZGC:194665",0,5,0,0,6,0,0,0
"ZGC:194678",0,2,0,0,0,0,0,0
"ZGC:194686",12,0,2,6,1,0,0,0
"ZGC:194733",40,0,0,3,0,11,0,0
"ZGC:194780",0,0,2,0,0,0,0,0
"ZGC:194839",47,26,9,40,5,12,0,0
"ZGC:194878",5,3,2,1,0,0,0,0
"ZGC:194879",51,10,5,1,0,0,0,0
"ZGC:194887",1,0,0,0,0,0,0,0
"ZGC:194895",139,60,5,7,16,0,0,0
"ZGC:194906",112,51,16,38,19,7,1,0
"ZGC:194930",121,36,10,8,7,8,3,0
"ZGC:194981",28,14,49,0,0,0,0,0
"ZGC:194989",5698,1933,941,477,891,406,121,0
"ZGC:194990",2,0,18,0,2,0,0,0
"ZGC:195001",3,7,0,0,0,0,0,0
"ZGC:195050",0,2,0,0,0,0,0,0
"ZGC:195062",66,29,4,6,21,0,3,0
"ZGC:195075",3,3,0,0,0,0,2,0
"ZGC:195077",26,10,0,3,7,0,0,0
"ZGC:195081",23,1,0,3,3,17,0,0
"ZGC:195170",2982,1126,848,195,336,118,32,0
"ZGC:195173",2,14,10,0,0,0,0,0
"ZGC:195212",0,1,0,0,0,0,0,0
"ZGC:195245",309,113,79,29,51,67,11,0
"ZGC:195265",59,33,34,70,6,18,0,0
"ZGC:195282",22,6,4,3,1,6,0,0
"ZGC:195356",0,0,0,1,12,0,22,0
"ZGC:195633",1024,377,218,103,138,147,17,0
"ZGC:198241",115,8,10,20,18,5,0,0
"ZGC:198329",53,11,0,5,58,3,0,0
"ZGC:198371",22,2,4,2,2,0,0,0
"ZGC:198419",2329,726,487,285,355,76,54,0
"ZGC:55262",441,162,138,66,99,62,3,0
"ZGC:55413",15774,6461,2925,1101,2601,2261,283,0
"ZGC:55461",6354,2342,1169,738,731,628,133,0
"ZGC:55512",3884,1418,671,413,455,355,56,0
"ZGC:55558",8712,2681,1615,789,963,740,144,0
"ZGC:55573",12242,4101,2333,1187,1884,1344,362,0
"ZGC:55582",899,336,159,79,106,46,10,0
"ZGC:55621",293,152,18,14,43,90,13,0
"ZGC:55733",11536,4562,1698,1148,1509,1090,202,0
"ZGC:55741",1440,472,248,188,310,301,40,0
"ZGC:55781",606,173,99,33,73,93,16,0
"ZGC:55870",3522,1208,667,225,370,311,59,0
"ZGC:55888",247,90,60,9,20,19,14,0
"ZGC:55891",590,197,84,25,58,66,12,0
"ZGC:55943",2385,1013,574,168,366,289,67,0
"ZGC:56039",1219,466,302,87,210,100,38,0
"ZGC:56064",11503,4346,2388,1070,1907,927,272,0
"ZGC:56072",1214,422,154,108,196,231,31,0
"ZGC:56095",15674,5472,3127,1146,1926,901,338,0
"ZGC:56106",3894,1212,914,330,593,325,134,0
"ZGC:56112",1733,689,365,73,190,157,54,0
"ZGC:56148",3937,1336,622,310,453,280,119,0
"ZGC:56178",536,235,76,8,71,24,32,0
"ZGC:56194",162,105,28,31,34,44,0,0
"ZGC:56197",411,199,108,20,73,34,20,0
"ZGC:56231",1084,397,165,80,197,188,10,0
"ZGC:56235",1217,506,275,196,169,142,8,0
"ZGC:56304",2317,969,513,380,373,569,36,0
"ZGC:56306",424,179,79,14,56,39,5,0
"ZGC:56376",57,2,28,5,0,8,0,0
"ZGC:56409",1283,413,178,158,187,235,30,0
"ZGC:56493",32618,10406,6161,2819,4161,2675,859,0
"ZGC:56525",6275,1942,1278,690,853,610,148,0
"ZGC:56530",3475,1111,654,300,401,297,38,0
"ZGC:56556",227,156,43,11,15,38,0,0
"ZGC:56576",1271,462,178,114,100,118,26,0
"ZGC:56585",17,7,1,0,2,2,0,0
"ZGC:56596",2528,830,578,189,469,134,36,0
"ZGC:56622",9,1,0,0,0,1,0,0
"ZGC:56628",17,26,1,0,0,0,0,0
"ZGC:56676",12706,4474,2705,995,1843,1187,286,0
"ZGC:56699",25824,8588,5560,2553,3637,2735,462,0
"ZGC:56719",642,232,89,51,81,48,6,0
"ZGC:63470",931,207,155,34,111,35,11,0
"ZGC:63480",76,22,35,6,23,37,3,0
"ZGC:63489",69,28,7,19,10,3,0,0
"ZGC:63520",467,164,89,19,76,47,17,0
"ZGC:63568",244,77,40,3,10,38,0,0
"ZGC:63569",2142,695,506,198,254,393,50,0
"ZGC:63587",144,47,29,18,25,15,0,0
"ZGC:63674",1896,590,344,185,228,216,32,0
"ZGC:63691",542,257,81,48,97,68,8,0
"ZGC:63694",190,114,35,8,17,37,2,0
"ZGC:63695",169,91,49,30,29,30,1,0
"ZGC:63733",477,163,83,48,107,91,12,0
"ZGC:63831",266,92,101,26,18,23,10,0
"ZGC:63863",201,100,50,13,43,74,6,0
"ZGC:63882",14612,5070,2839,1164,1873,817,313,0
"ZGC:63907",358,79,152,100,40,10,1,0
"ZGC:63942",145,44,51,10,14,24,1,0
"ZGC:63972",5,0,0,0,0,1,0,0
"ZGC:64002",459,145,95,73,65,38,4,0
"ZGC:64022",382,152,9,31,4,67,0,0
"ZGC:64043",5063,1808,825,413,773,454,114,0
"ZGC:64051",61,20,8,7,12,0,0,0
"ZGC:64065",855,387,150,174,147,86,6,0
"ZGC:64072",499,212,95,62,43,85,7,0
"ZGC:64085",160,33,75,13,5,29,0,0
"ZGC:64106",23,3,16,2,0,0,1,0
"ZGC:64116",1991,875,427,198,386,229,34,0
"ZGC:64130",557,183,113,96,105,94,16,0
"ZGC:64189",178,61,47,22,25,11,6,0
"ZGC:64190",668,237,96,52,38,92,16,0
"ZGC:64201",2,5,0,0,1,0,1,0
"ZGC:65772",9719,3221,1781,804,1346,629,231,0
"ZGC:65788",10,0,0,2,0,5,0,0
"ZGC:65811",627,106,153,74,72,133,6,0
"ZGC:65851",93,21,20,5,0,4,0,0
"ZGC:65870",35,16,10,5,4,3,0,0
"ZGC:65873",8876,2902,1663,598,950,842,166,0
"ZGC:65894",425,189,113,76,79,153,20,0
"ZGC:65895",2211,835,487,286,334,155,54,0
"ZGC:65997",479,149,86,18,35,12,4,0
